id,child_id,start,end,type,method,amount,notes,tags
2083,1,18/01/2024 11:34,18/01/2024 11:37,breast milk,right breast,,,
2082,1,18/01/2024 10:28,18/01/2024 10:30,breast milk,left breast,,,
2081,1,18/01/2024 08:34,18/01/2024 08:46,breast milk,right breast,,,
2080,1,18/01/2024 07:02,18/01/2024 07:03,breast milk,left breast,,,
2079,1,18/01/2024 03:03,18/01/2024 03:03,breast milk,right breast,,,
2078,1,18/01/2024 00:54,18/01/2024 01:29,breast milk,left breast,,,
2077,1,17/01/2024 19:05,17/01/2024 19:17,breast milk,parent fed,65,,
2076,1,17/01/2024 17:08,17/01/2024 17:17,breast milk,left breast,,,
2075,1,17/01/2024 15:47,17/01/2024 15:51,breast milk,right breast,,,
2074,1,17/01/2024 13:14,17/01/2024 13:25,breast milk,left breast,,,
2073,1,17/01/2024 12:12,17/01/2024 12:56,breast milk,right breast,,,
2072,1,17/01/2024 12:12,17/01/2024 12:12,breast milk,left breast,,,
2071,1,17/01/2024 09:22,17/01/2024 09:22,breast milk,left breast,,,
2070,1,17/01/2024 08:29,17/01/2024 08:29,breast milk,right breast,,,
2069,1,17/01/2024 06:44,17/01/2024 06:51,breast milk,left breast,,,
2068,1,17/01/2024 02:55,17/01/2024 03:11,breast milk,right breast,,,
2067,1,17/01/2024 00:39,17/01/2024 01:27,breast milk,left breast,,,
2066,1,16/01/2024 18:42,16/01/2024 19:18,breast milk,right breast,,,
2065,1,16/01/2024 16:30,16/01/2024 16:30,breast milk,left breast,,,
2064,1,16/01/2024 15:49,16/01/2024 15:49,breast milk,right breast,,,
2063,1,16/01/2024 13:37,16/01/2024 13:37,breast milk,left breast,,,
2062,1,16/01/2024 11:46,16/01/2024 11:54,breast milk,right breast,,,
2061,1,16/01/2024 11:04,16/01/2024 11:17,breast milk,left breast,,,
2060,1,16/01/2024 08:34,16/01/2024 08:58,breast milk,right breast,,,
2059,1,16/01/2024 05:59,16/01/2024 06:07,breast milk,right breast,,,
2058,1,16/01/2024 03:55,16/01/2024 04:15,breast milk,left breast,,,
2057,1,16/01/2024 00:10,16/01/2024 00:24,breast milk,right breast,,,
2056,1,15/01/2024 18:47,15/01/2024 19:24,breast milk,left breast,,,
2055,1,15/01/2024 17:41,15/01/2024 17:41,breast milk,right breast,,,
2054,1,15/01/2024 14:19,15/01/2024 14:22,breast milk,left breast,,,
2053,1,15/01/2024 12:03,15/01/2024 12:09,breast milk,right breast,,,
2052,1,15/01/2024 10:48,15/01/2024 10:53,breast milk,left breast,,,
2051,1,15/01/2024 08:05,15/01/2024 08:50,breast milk,right breast,,,
2050,1,15/01/2024 06:50,15/01/2024 06:52,breast milk,left breast,,,
2049,1,15/01/2024 04:46,15/01/2024 04:55,breast milk,right breast,,,
2048,1,14/01/2024 18:50,14/01/2024 19:20,breast milk,left breast,,,
2047,1,14/01/2024 18:02,14/01/2024 18:07,breast milk,right breast,,,
2046,1,14/01/2024 16:29,14/01/2024 16:33,breast milk,left breast,,,
2045,1,14/01/2024 13:05,14/01/2024 13:08,breast milk,left breast,,,
2044,1,14/01/2024 12:31,14/01/2024 12:51,breast milk,right breast,,,
2043,1,14/01/2024 11:25,14/01/2024 11:29,breast milk,left breast,,,
2042,1,14/01/2024 09:08,14/01/2024 09:11,breast milk,right breast,,,
2041,1,14/01/2024 07:13,14/01/2024 08:13,breast milk,left breast,,,
2040,1,14/01/2024 01:41,14/01/2024 04:19,breast milk,right breast,,,
2039,1,13/01/2024 22:56,13/01/2024 23:32,breast milk,left breast,,,
2038,1,13/01/2024 18:43,13/01/2024 19:02,breast milk,right breast,,,
2037,1,13/01/2024 17:46,13/01/2024 17:50,breast milk,left breast,,,
2036,1,13/01/2024 15:10,13/01/2024 15:16,breast milk,right breast,,,
2035,1,13/01/2024 11:39,13/01/2024 12:27,breast milk,right breast,,,
2034,1,13/01/2024 10:18,13/01/2024 10:22,breast milk,left breast,,,
2033,1,13/01/2024 08:49,13/01/2024 08:52,breast milk,left breast,,,
2032,1,13/01/2024 06:46,13/01/2024 06:46,breast milk,right breast,,,
2031,1,13/01/2024 03:08,13/01/2024 03:25,breast milk,left breast,,,
2030,1,12/01/2024 23:56,13/01/2024 01:14,breast milk,right breast,,,
2029,1,12/01/2024 19:00,12/01/2024 19:27,breast milk,left breast,,,
2028,1,12/01/2024 18:28,12/01/2024 18:33,breast milk,right breast,,,
2027,1,12/01/2024 16:49,12/01/2024 16:52,breast milk,left breast,,,
2026,1,12/01/2024 15:16,12/01/2024 15:33,breast milk,right breast,,,
2025,1,12/01/2024 13:48,12/01/2024 13:54,breast milk,right breast,,,
2024,1,12/01/2024 10:38,12/01/2024 11:35,breast milk,left breast,,,
2023,1,12/01/2024 09:24,12/01/2024 09:27,breast milk,right breast,,,
2022,1,12/01/2024 07:42,12/01/2024 07:42,breast milk,left breast,,,
2021,1,12/01/2024 04:52,12/01/2024 05:07,breast milk,right breast,,,
2020,1,12/01/2024 02:56,12/01/2024 03:11,breast milk,left breast,,,
2019,1,11/01/2024 19:02,11/01/2024 19:30,breast milk,right breast,,,
2018,1,11/01/2024 18:56,11/01/2024 19:02,breast milk,left breast,,,
2017,1,11/01/2024 17:51,11/01/2024 18:05,breast milk,left breast,,,
2016,1,11/01/2024 17:02,11/01/2024 17:10,breast milk,right breast,,,
2015,1,11/01/2024 16:32,11/01/2024 16:34,breast milk,left breast,,,
2014,1,11/01/2024 13:20,11/01/2024 13:36,breast milk,right breast,,,
2013,1,11/01/2024 12:04,11/01/2024 12:07,breast milk,left breast,,,
2012,1,11/01/2024 11:24,11/01/2024 11:24,breast milk,right breast,,,
2011,1,11/01/2024 08:49,11/01/2024 08:51,breast milk,left breast,,,
2010,1,11/01/2024 00:23,11/01/2024 01:18,breast milk,right breast,,,
2009,1,10/01/2024 18:57,10/01/2024 19:27,breast milk,left breast,,,
2008,1,10/01/2024 17:41,10/01/2024 17:45,breast milk,right breast,,,
2007,1,10/01/2024 16:18,10/01/2024 16:36,breast milk,left breast,,,
2006,1,10/01/2024 14:53,10/01/2024 15:07,breast milk,right breast,,,
2005,1,10/01/2024 12:35,10/01/2024 12:38,breast milk,left breast,,,
2004,1,10/01/2024 11:43,10/01/2024 11:45,breast milk,right breast,,,
2003,1,10/01/2024 10:01,10/01/2024 10:02,breast milk,right breast,,,
2002,1,10/01/2024 08:22,10/01/2024 08:44,breast milk,left breast,,,
2001,1,10/01/2024 07:03,10/01/2024 07:03,breast milk,right breast,,,
2000,1,10/01/2024 03:00,10/01/2024 03:25,breast milk,right breast,,,
1999,1,10/01/2024 00:19,10/01/2024 00:34,breast milk,right breast,,,
1998,1,09/01/2024 19:01,09/01/2024 19:18,breast milk,left breast,,,
1997,1,09/01/2024 17:51,09/01/2024 18:00,breast milk,right breast,,,
1996,1,09/01/2024 17:26,09/01/2024 17:33,breast milk,parent fed,50,,
1995,1,09/01/2024 15:27,09/01/2024 15:32,breast milk,left breast,,,
1994,1,09/01/2024 12:52,09/01/2024 13:06,breast milk,right breast,,,
1993,1,09/01/2024 11:33,09/01/2024 11:34,breast milk,left breast,,,
1992,1,09/01/2024 10:33,09/01/2024 10:34,breast milk,right breast,,,
1991,1,09/01/2024 09:04,09/01/2024 09:04,breast milk,right breast,,,
1990,1,09/01/2024 07:21,09/01/2024 07:27,breast milk,left breast,,,
1989,1,09/01/2024 01:53,09/01/2024 01:53,breast milk,right breast,,,
1988,1,09/01/2024 00:42,09/01/2024 00:57,breast milk,left breast,,,
1987,1,08/01/2024 18:14,08/01/2024 19:01,breast milk,right breast,,,
1986,1,08/01/2024 17:03,08/01/2024 17:07,breast milk,left breast,,,
1985,1,08/01/2024 14:13,08/01/2024 14:30,breast milk,right breast,,,
1984,1,08/01/2024 13:41,08/01/2024 13:44,breast milk,left breast,,,
1983,1,08/01/2024 11:16,08/01/2024 11:31,breast milk,right breast,,,
1982,1,08/01/2024 09:07,08/01/2024 09:19,breast milk,left breast,,,
1981,1,08/01/2024 05:45,08/01/2024 06:18,breast milk,right breast,,,
1980,1,08/01/2024 03:24,08/01/2024 03:36,breast milk,left breast,,,
1979,1,07/01/2024 23:15,07/01/2024 23:26,breast milk,right breast,,,
1978,1,07/01/2024 18:44,07/01/2024 19:01,breast milk,left breast,,,
1977,1,07/01/2024 17:39,07/01/2024 17:39,breast milk,right breast,,,
1976,1,07/01/2024 16:00,07/01/2024 17:32,breast milk,left breast,,,
1975,1,07/01/2024 13:03,07/01/2024 13:07,breast milk,right breast,,,
1974,1,07/01/2024 10:18,07/01/2024 10:40,breast milk,left breast,,,
1972,1,07/01/2024 07:41,07/01/2024 07:54,breast milk,right breast,,,
1971,1,07/01/2024 04:10,07/01/2024 04:14,breast milk,left breast,,,
1973,1,07/01/2024 01:29,07/01/2024 01:43,breast milk,right breast,,,
1970,1,06/01/2024 23:53,07/01/2024 00:08,breast milk,left breast,,,
1969,1,06/01/2024 19:13,06/01/2024 19:22,breast milk,right breast,,,
1968,1,06/01/2024 18:58,06/01/2024 19:02,breast milk,left breast,,,
1967,1,06/01/2024 17:34,06/01/2024 17:40,breast milk,right breast,,,
1966,1,06/01/2024 16:30,06/01/2024 16:40,breast milk,left breast,,,
1965,1,06/01/2024 14:49,06/01/2024 14:52,breast milk,right breast,,,
1964,1,06/01/2024 12:31,06/01/2024 12:33,breast milk,left breast,,,
1963,1,06/01/2024 10:27,06/01/2024 10:27,breast milk,left breast,,,
1962,1,05/01/2024 18:44,05/01/2024 18:53,breast milk,left breast,,,
1961,1,05/01/2024 17:54,05/01/2024 18:11,breast milk,right breast,,,
1960,1,05/01/2024 16:51,05/01/2024 16:56,breast milk,left breast,,,
1959,1,05/01/2024 16:11,05/01/2024 16:12,breast milk,left breast,,,
1958,1,05/01/2024 14:42,05/01/2024 14:48,breast milk,right breast,,,
1957,1,05/01/2024 13:20,05/01/2024 13:22,breast milk,right breast,,,
1956,1,05/01/2024 11:13,05/01/2024 11:17,breast milk,right breast,,,
1955,1,05/01/2024 08:17,05/01/2024 08:48,breast milk,left breast,,,
1954,1,05/01/2024 06:38,05/01/2024 06:49,breast milk,right breast,,,
1953,1,05/01/2024 03:43,05/01/2024 03:55,breast milk,left breast,,,
1952,1,04/01/2024 19:01,04/01/2024 19:27,breast milk,right breast,,,
1951,1,04/01/2024 18:46,04/01/2024 18:52,breast milk,left breast,,,
1950,1,04/01/2024 17:27,04/01/2024 17:34,breast milk,right breast,,,
1949,1,04/01/2024 16:25,04/01/2024 16:28,breast milk,left breast,,,
1948,1,04/01/2024 14:32,04/01/2024 14:44,breast milk,right breast,,,
1947,1,04/01/2024 13:12,04/01/2024 13:18,breast milk,left breast,,,
1946,1,04/01/2024 11:54,04/01/2024 11:57,breast milk,left breast,,,
1945,1,04/01/2024 11:07,04/01/2024 11:10,breast milk,left breast,,,
1944,1,04/01/2024 09:27,04/01/2024 09:40,breast milk,right breast,,,
1941,1,04/01/2024 08:15,04/01/2024 08:20,breast milk,left breast,,,
1942,1,04/01/2024 05:41,04/01/2024 05:50,breast milk,right breast,,,
1943,1,04/01/2024 02:54,04/01/2024 03:05,breast milk,left breast,,,
1940,1,03/01/2024 19:03,03/01/2024 19:11,breast milk,right breast,,,
1939,1,03/01/2024 18:32,03/01/2024 18:36,breast milk,left breast,,,
1938,1,03/01/2024 15:58,03/01/2024 16:02,breast milk,right breast,,,
1937,1,03/01/2024 13:12,03/01/2024 13:29,breast milk,left breast,,,
1936,1,03/01/2024 11:35,03/01/2024 11:46,breast milk,right breast,,,
1935,1,03/01/2024 10:27,03/01/2024 10:36,breast milk,right breast,,,
1931,1,03/01/2024 09:43,03/01/2024 09:46,breast milk,left breast,,,
1934,1,03/01/2024 08:20,03/01/2024 08:32,breast milk,left breast,,,
1933,1,03/01/2024 05:45,03/01/2024 05:56,breast milk,right breast,,,
1932,1,03/01/2024 00:00,03/01/2024 00:10,breast milk,left breast,,,
1930,1,02/01/2024 19:08,02/01/2024 19:13,breast milk,right breast,,,
1929,1,02/01/2024 18:16,02/01/2024 18:20,breast milk,right breast,,,
1928,1,02/01/2024 17:15,02/01/2024 17:20,breast milk,left breast,,,
1927,1,02/01/2024 16:42,02/01/2024 16:48,breast milk,left breast,,,
1926,1,02/01/2024 14:21,02/01/2024 14:28,breast milk,right breast,,,
1925,1,02/01/2024 11:46,02/01/2024 11:51,breast milk,left breast,,,
1921,1,02/01/2024 10:12,02/01/2024 10:15,breast milk,right breast,,,
1920,1,02/01/2024 08:07,02/01/2024 08:11,breast milk,right breast,,,
1924,1,02/01/2024 05:30,02/01/2024 05:44,breast milk,left breast,,,
1923,1,02/01/2024 00:55,02/01/2024 01:08,breast milk,right breast,,,
1922,1,01/01/2024 22:30,01/01/2024 22:40,breast milk,left breast,,,
1919,1,01/01/2024 19:16,01/01/2024 19:20,breast milk,right breast,,,
1918,1,01/01/2024 18:08,01/01/2024 18:16,breast milk,left breast,,,
1917,1,01/01/2024 15:08,01/01/2024 15:08,breast milk,right breast,,,
1916,1,01/01/2024 13:55,01/01/2024 13:57,breast milk,left breast,,,
1915,1,01/01/2024 12:01,01/01/2024 12:16,breast milk,left breast,,,
1914,1,01/01/2024 11:10,01/01/2024 11:19,breast milk,right breast,,,
1913,1,01/01/2024 09:36,01/01/2024 09:40,breast milk,right breast,,,
1912,1,31/12/2023 19:04,31/12/2023 19:10,breast milk,right breast,,,
1911,1,31/12/2023 17:32,31/12/2023 17:37,breast milk,right breast,,,
1910,1,31/12/2023 15:34,31/12/2023 15:35,breast milk,left breast,,,
1909,1,31/12/2023 14:40,31/12/2023 14:50,breast milk,left breast,,,
1908,1,31/12/2023 13:28,31/12/2023 13:33,breast milk,right breast,,,
1907,1,31/12/2023 09:39,31/12/2023 10:07,breast milk,left breast,,,
1903,1,31/12/2023 09:00,31/12/2023 09:01,breast milk,left breast,,,
1906,1,31/12/2023 07:35,31/12/2023 07:47,breast milk,right breast,,,
1905,1,31/12/2023 05:01,31/12/2023 05:11,breast milk,left breast,,,
1904,1,31/12/2023 00:56,31/12/2023 01:12,breast milk,right breast,,,
1902,1,30/12/2023 19:05,30/12/2023 19:12,breast milk,right breast,,,
1901,1,30/12/2023 18:13,30/12/2023 18:13,breast milk,left breast,,,
1900,1,30/12/2023 16:13,30/12/2023 16:14,breast milk,right breast,,,
1899,1,30/12/2023 13:25,30/12/2023 13:35,breast milk,left breast,,,
1898,1,30/12/2023 12:26,30/12/2023 12:28,breast milk,left breast,,,
1897,1,30/12/2023 09:52,30/12/2023 10:40,breast milk,right breast,,,
1896,1,29/12/2023 19:13,29/12/2023 19:37,breast milk,left breast,,,
1895,1,29/12/2023 18:30,29/12/2023 18:49,breast milk,right breast,,,
1894,1,29/12/2023 18:03,29/12/2023 18:07,breast milk,left breast,,,
1893,1,29/12/2023 16:35,29/12/2023 16:46,breast milk,right breast,,,
1892,1,29/12/2023 15:09,29/12/2023 15:26,breast milk,left breast,,,
1891,1,29/12/2023 14:12,29/12/2023 14:18,breast milk,left breast,,,
1890,1,29/12/2023 12:02,29/12/2023 12:04,breast milk,left breast,,,
1889,1,29/12/2023 11:24,29/12/2023 12:02,breast milk,right breast,,,
1888,1,29/12/2023 10:03,29/12/2023 10:05,breast milk,left breast,,,
1887,1,28/12/2023 20:29,28/12/2023 20:55,breast milk,right breast,,,
1886,1,28/12/2023 20:11,28/12/2023 20:25,breast milk,left breast,,,
1885,1,28/12/2023 18:16,28/12/2023 18:22,breast milk,right breast,,,
1884,1,28/12/2023 17:17,28/12/2023 17:24,breast milk,left breast,,,
1883,1,28/12/2023 16:00,28/12/2023 16:02,breast milk,left breast,,,
1882,1,28/12/2023 15:52,28/12/2023 15:54,breast milk,right breast,,,
1881,1,28/12/2023 14:13,28/12/2023 14:16,breast milk,right breast,,,
1880,1,28/12/2023 13:05,28/12/2023 13:05,breast milk,right breast,,,
1879,1,28/12/2023 12:27,28/12/2023 12:37,breast milk,left breast,,,
1878,1,28/12/2023 12:15,28/12/2023 12:17,breast milk,right breast,,,
1877,1,28/12/2023 11:36,28/12/2023 11:37,breast milk,left breast,,,
1876,1,28/12/2023 09:40,28/12/2023 09:42,breast milk,right breast,,,
1875,1,28/12/2023 09:40,28/12/2023 09:40,breast milk,left breast,,,
1874,1,27/12/2023 20:14,27/12/2023 20:19,breast milk,right breast,,,
1873,1,27/12/2023 20:02,27/12/2023 20:14,breast milk,left breast,,,
1872,1,27/12/2023 18:47,27/12/2023 18:53,breast milk,right breast,,,
1871,1,27/12/2023 17:18,27/12/2023 17:21,breast milk,left breast,,,
1870,1,27/12/2023 15:14,27/12/2023 15:18,breast milk,parent fed,50,,
1869,1,27/12/2023 13:24,27/12/2023 13:39,breast milk,left breast,,,
1868,1,27/12/2023 11:42,27/12/2023 11:49,breast milk,right breast,,,
1867,1,27/12/2023 09:32,27/12/2023 09:36,breast milk,right breast,,,
1866,1,27/12/2023 07:44,27/12/2023 07:45,breast milk,left breast,,,
1865,1,26/12/2023 20:01,26/12/2023 20:22,breast milk,right breast,,,
1864,1,26/12/2023 18:52,26/12/2023 20:01,breast milk,left breast,,,
1863,1,26/12/2023 16:56,26/12/2023 17:01,breast milk,right breast,,,
1862,1,26/12/2023 16:35,26/12/2023 16:45,breast milk,left breast,,,
1861,1,26/12/2023 15:26,26/12/2023 15:37,breast milk,left breast,,,
1860,1,26/12/2023 13:04,26/12/2023 13:53,breast milk,right breast,,,
1859,1,26/12/2023 12:04,26/12/2023 12:09,breast milk,left breast,,,
1858,1,26/12/2023 11:10,26/12/2023 11:14,breast milk,left breast,,,
1857,1,26/12/2023 09:00,26/12/2023 09:31,breast milk,right breast,,,
1856,1,26/12/2023 08:02,26/12/2023 09:00,breast milk,left breast,,,
1855,1,26/12/2023 07:26,26/12/2023 07:26,breast milk,right breast,,,
1854,1,25/12/2023 19:05,25/12/2023 19:40,breast milk,right breast,,,
1853,1,25/12/2023 18:51,25/12/2023 19:05,breast milk,left breast,,,
1852,1,25/12/2023 17:47,25/12/2023 17:51,breast milk,right breast,,,
1851,1,25/12/2023 16:43,25/12/2023 16:50,breast milk,left breast,,,
1850,1,25/12/2023 15:24,25/12/2023 15:26,breast milk,right breast,,,
1849,1,25/12/2023 13:08,25/12/2023 13:17,breast milk,left breast,,,
1848,1,25/12/2023 12:01,25/12/2023 12:02,breast milk,right breast,,,
1847,1,25/12/2023 10:32,25/12/2023 10:36,breast milk,left breast,,,
1846,1,25/12/2023 09:21,25/12/2023 09:24,breast milk,right breast,,,
1845,1,25/12/2023 08:53,25/12/2023 08:56,breast milk,left breast,,,
1844,1,24/12/2023 20:32,24/12/2023 20:52,breast milk,right breast,,,
1843,1,24/12/2023 18:52,24/12/2023 19:07,breast milk,left breast,,,
1842,1,24/12/2023 17:02,24/12/2023 17:06,breast milk,right breast,,,
1841,1,24/12/2023 15:51,24/12/2023 15:53,breast milk,left breast,,,
1840,1,24/12/2023 14:50,24/12/2023 14:53,breast milk,right breast,,,
1839,1,24/12/2023 13:50,24/12/2023 13:55,breast milk,left breast,,,
1838,1,24/12/2023 12:03,24/12/2023 12:03,breast milk,right breast,,,
1837,1,24/12/2023 09:19,24/12/2023 09:34,breast milk,left breast,,,
1836,1,23/12/2023 19:43,23/12/2023 20:19,breast milk,left breast,,,
1835,1,23/12/2023 18:31,23/12/2023 18:37,breast milk,right breast,,,
1834,1,23/12/2023 17:24,23/12/2023 17:29,breast milk,left breast,,,
1833,1,23/12/2023 15:33,23/12/2023 15:35,breast milk,right breast,,,
1832,1,23/12/2023 14:49,23/12/2023 14:52,breast milk,left breast,,,
1831,1,23/12/2023 13:54,23/12/2023 13:58,breast milk,right breast,,,
1830,1,23/12/2023 12:17,23/12/2023 12:22,breast milk,left breast,,,
1829,1,23/12/2023 10:27,23/12/2023 10:35,breast milk,left breast,,,
1828,1,23/12/2023 08:41,23/12/2023 09:13,breast milk,right breast,,,
1827,1,22/12/2023 18:58,22/12/2023 19:04,breast milk,left breast,,,
1826,1,22/12/2023 18:17,22/12/2023 18:28,breast milk,right breast,,,
1825,1,22/12/2023 12:14,22/12/2023 12:51,breast milk,right breast,,,
1824,1,22/12/2023 11:31,22/12/2023 11:34,breast milk,left breast,,,
1823,1,22/12/2023 09:34,22/12/2023 09:38,breast milk,right breast,,,
1822,1,22/12/2023 07:37,22/12/2023 07:42,breast milk,right breast,,,
1821,1,22/12/2023 05:38,22/12/2023 05:47,breast milk,left breast,,,
1820,1,22/12/2023 03:36,22/12/2023 03:46,breast milk,right breast,,,
1819,1,22/12/2023 00:05,22/12/2023 00:17,breast milk,left breast,,,
1818,1,21/12/2023 19:23,21/12/2023 19:32,breast milk,right breast,,,
1817,1,21/12/2023 19:09,21/12/2023 19:14,breast milk,left breast,,,
1816,1,21/12/2023 17:24,21/12/2023 17:26,breast milk,right breast,,,
1815,1,21/12/2023 16:30,21/12/2023 16:32,breast milk,right breast,,,
1814,1,21/12/2023 15:12,21/12/2023 15:50,breast milk,left breast,,,
1813,1,21/12/2023 14:14,21/12/2023 14:19,breast milk,right breast,,,
1812,1,21/12/2023 13:14,21/12/2023 13:18,breast milk,left breast,,,
1807,1,21/12/2023 10:22,21/12/2023 10:27,breast milk,right breast,,,
1811,1,21/12/2023 07:40,21/12/2023 07:59,breast milk,left breast,,,
1810,1,21/12/2023 04:35,21/12/2023 04:39,breast milk,right breast,,,
1809,1,21/12/2023 02:16,21/12/2023 02:23,breast milk,left breast,,,
1808,1,21/12/2023 00:39,21/12/2023 00:45,breast milk,right breast,,,
1806,1,20/12/2023 19:20,20/12/2023 19:49,breast milk,left breast,,,
1805,1,20/12/2023 19:17,20/12/2023 19:17,breast milk,left breast,,,
1804,1,20/12/2023 17:42,20/12/2023 17:46,breast milk,right breast,,,
1803,1,20/12/2023 16:33,20/12/2023 16:38,breast milk,left breast,,,
1802,1,20/12/2023 15:35,20/12/2023 15:39,breast milk,right breast,,,
1801,1,20/12/2023 13:14,20/12/2023 13:17,breast milk,left breast,,,
1800,1,20/12/2023 11:17,20/12/2023 11:32,breast milk,right breast,,,
1799,1,20/12/2023 08:58,20/12/2023 09:12,breast milk,left breast,,,
1797,1,20/12/2023 07:01,20/12/2023 07:09,breast milk,right breast,,,
1796,1,20/12/2023 04:00,20/12/2023 04:08,breast milk,left breast,,,
1795,1,20/12/2023 00:05,20/12/2023 00:14,breast milk,right breast,,,
1798,1,19/12/2023 20:01,19/12/2023 20:30,breast milk,both breasts,,,
1794,1,19/12/2023 17:50,19/12/2023 17:56,breast milk,left breast,,,
1793,1,19/12/2023 13:49,19/12/2023 14:00,breast milk,right breast,,,
1792,1,19/12/2023 13:19,19/12/2023 13:21,breast milk,left breast,,,
1791,1,19/12/2023 10:50,19/12/2023 10:53,breast milk,right breast,,,
1790,1,19/12/2023 09:12,19/12/2023 09:13,breast milk,right breast,,,
1789,1,19/12/2023 09:01,19/12/2023 09:04,breast milk,left breast,,,
1788,1,19/12/2023 08:21,19/12/2023 08:21,breast milk,right breast,,,
1787,1,19/12/2023 04:13,19/12/2023 04:17,breast milk,right breast,,,
1786,1,19/12/2023 03:52,19/12/2023 04:01,breast milk,left breast,,,
1785,1,19/12/2023 00:54,19/12/2023 01:02,breast milk,right breast,,,
1784,1,18/12/2023 19:12,18/12/2023 19:42,breast milk,right breast,,,
1783,1,18/12/2023 18:51,18/12/2023 19:04,breast milk,left breast,,,
1782,1,18/12/2023 17:57,18/12/2023 17:59,breast milk,right breast,,,
1781,1,18/12/2023 16:26,18/12/2023 16:38,breast milk,left breast,,,
1780,1,18/12/2023 15:13,18/12/2023 15:17,breast milk,right breast,,,
1779,1,18/12/2023 14:24,18/12/2023 14:28,breast milk,right breast,,,
1778,1,18/12/2023 13:50,18/12/2023 13:56,breast milk,left breast,,,
1777,1,18/12/2023 12:21,18/12/2023 12:21,breast milk,right breast,,,
1776,1,18/12/2023 10:38,18/12/2023 10:43,breast milk,right breast,,,
1775,1,18/12/2023 09:31,18/12/2023 09:42,breast milk,left breast,,,
1774,1,18/12/2023 08:19,18/12/2023 08:22,breast milk,left breast,,,
1773,1,18/12/2023 07:12,18/12/2023 07:12,breast milk,right breast,,,
1772,1,18/12/2023 05:18,18/12/2023 05:28,breast milk,left breast,,,
1771,1,18/12/2023 02:49,18/12/2023 03:11,breast milk,right breast,,,
1770,1,17/12/2023 23:43,17/12/2023 23:54,breast milk,left breast,,,
1769,1,17/12/2023 19:02,17/12/2023 19:45,breast milk,right breast,,,
1768,1,17/12/2023 18:02,17/12/2023 18:05,breast milk,left breast,,,
1767,1,17/12/2023 16:29,17/12/2023 16:36,breast milk,right breast,,,
1766,1,17/12/2023 15:28,17/12/2023 15:36,breast milk,left breast,,,
1765,1,17/12/2023 14:02,17/12/2023 14:17,breast milk,right breast,,,
1764,1,17/12/2023 13:38,17/12/2023 13:54,breast milk,right breast,,,
1763,1,17/12/2023 12:32,17/12/2023 12:42,breast milk,left breast,,,
1762,1,17/12/2023 11:20,17/12/2023 11:22,breast milk,right breast,,,
1761,1,17/12/2023 10:41,17/12/2023 10:46,breast milk,right breast,,,
1760,1,17/12/2023 09:38,17/12/2023 10:37,breast milk,left breast,,,
1759,1,17/12/2023 08:45,17/12/2023 08:48,breast milk,left breast,,,
1758,1,17/12/2023 05:57,17/12/2023 06:07,breast milk,right breast,,,
1757,1,17/12/2023 03:00,17/12/2023 03:14,breast milk,left breast,,,
1756,1,16/12/2023 23:49,16/12/2023 23:59,breast milk,right breast,,,
1755,1,16/12/2023 18:49,16/12/2023 18:53,breast milk,left breast,,,
1754,1,16/12/2023 18:06,16/12/2023 18:08,breast milk,right breast,,,
1753,1,16/12/2023 17:41,16/12/2023 17:56,breast milk,left breast,,,
1752,1,16/12/2023 16:33,16/12/2023 16:36,breast milk,right breast,,,
1751,1,16/12/2023 14:31,16/12/2023 14:33,breast milk,right breast,,,
1750,1,16/12/2023 14:04,16/12/2023 14:08,breast milk,left breast,,,
1749,1,16/12/2023 12:08,16/12/2023 12:09,breast milk,right breast,,,
1748,1,16/12/2023 11:30,16/12/2023 11:36,breast milk,parent fed,50,,
1747,1,16/12/2023 10:31,16/12/2023 10:39,breast milk,parent fed,50,,
1746,1,16/12/2023 09:04,16/12/2023 09:05,breast milk,left breast,,,
1745,1,16/12/2023 08:41,16/12/2023 09:02,breast milk,right breast,,,
1744,1,16/12/2023 05:15,16/12/2023 05:32,breast milk,right breast,,,
1743,1,16/12/2023 03:50,16/12/2023 04:10,breast milk,left breast,,,
1742,1,16/12/2023 00:07,16/12/2023 00:27,breast milk,right breast,,,
1741,1,15/12/2023 18:51,15/12/2023 19:28,breast milk,left breast,,,
1740,1,15/12/2023 17:52,15/12/2023 17:56,breast milk,right breast,,,
1739,1,15/12/2023 17:24,15/12/2023 17:27,breast milk,left breast,,,
1738,1,15/12/2023 17:01,15/12/2023 17:21,breast milk,right breast,,,
1737,1,15/12/2023 16:25,15/12/2023 16:31,breast milk,parent fed,75,,
1736,1,15/12/2023 14:25,15/12/2023 14:32,breast milk,left breast,,,
1735,1,15/12/2023 13:26,15/12/2023 13:46,breast milk,right breast,,,
1734,1,15/12/2023 11:21,15/12/2023 11:40,breast milk,left breast,,,
1733,1,15/12/2023 10:17,15/12/2023 10:22,breast milk,right breast,,,
1732,1,15/12/2023 08:33,15/12/2023 08:47,breast milk,left breast,,,
1731,1,15/12/2023 06:48,15/12/2023 07:01,breast milk,right breast,,,
1730,1,15/12/2023 04:07,15/12/2023 04:14,breast milk,left breast,,,
1729,1,15/12/2023 01:50,15/12/2023 02:08,breast milk,right breast,,,
1728,1,14/12/2023 19:12,14/12/2023 19:25,breast milk,left breast,,,
1727,1,14/12/2023 18:56,14/12/2023 19:11,breast milk,right breast,,,
1726,1,14/12/2023 18:30,14/12/2023 18:56,breast milk,left breast,,,
